"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.2719,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.3009,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.3778,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.3915,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.2328,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.287,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.3671,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.4326,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.5357,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-10",101.5691,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-11",101.4828,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-12",101.331,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2019-01",101.1712,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2019-02",101.0032,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2019-03",100.8758,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2019-04",100.7616,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2019-05",100.6312,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2019-06",100.514,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2019-07",100.4956,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2019-08",100.3822,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2019-09",100.3317,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2019-10",100.3539,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2019-11",100.4151,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2019-12",100.5751,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2020-01",100.5002,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2020-02",99.91548,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2020-03",98.97307,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2020-04",98.51698,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2020-05",98.65497,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2020-06",99.29449,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2020-07",99.6851,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2020-08",99.90982,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2020-09",99.93517,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2020-10",99.65285,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2020-11",99.49361,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2020-12",99.804,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2021-01",100.1798,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2021-02",100.5675,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2021-03",100.9947,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2021-04",101.6092,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2021-05",102.3844,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2021-06",102.9578,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2021-07",103.1079,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2021-08",102.9796,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2021-09",102.8811,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2021-10",102.7726,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2021-11",102.4986,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2021-12",102.0555,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2022-01",101.2268,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2022-02",100.1058,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2022-03",98.75279,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2022-04",98.07565,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2022-05",97.77384,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2022-06",97.52145,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1974-01",99.05645,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1974-02",99.08752,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1974-03",99.02496,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1974-04",98.81995,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1974-05",98.53114,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1974-06",98.02084,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1974-07",97.2438,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1974-08",96.58794,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1974-09",95.95534,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1974-10",95.2486,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1974-11",94.83378,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1974-12",94.72072,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1975-01",94.80834,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1975-02",94.99763,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1975-03",95.27367,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1975-04",95.68593,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1975-05",96.07219,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1975-06",96.49435,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1975-07",97.0217,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1975-08",97.47842,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1975-09",97.93378,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1975-10",98.41504,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1975-11",98.62168,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1975-12",98.46175,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1976-01",98.01478,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1976-02",97.69178,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1976-03",97.49497,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1976-04",97.3408,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1976-05",97.25673,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1976-06",97.19626,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1976-07",97.12292,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1976-08",97.07083,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1976-09",97.04836,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1976-10",97.09026,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1976-11",97.28013,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1976-12",97.70852,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1977-01",98.28306,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1977-02",98.63924,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1977-03",98.75311,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1977-04",98.75467,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1977-05",98.81402,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1977-06",99.13976,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1977-07",99.75008,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1977-08",100.3166,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1977-09",100.9109,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1977-10",101.6074,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1977-11",102.2286,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1977-12",102.8355,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1978-01",103.4458,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1978-02",103.7657,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1978-03",103.7677,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1978-04",103.5394,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1978-05",103.2819,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1978-06",103.0294,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1978-07",102.7369,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1978-08",102.5329,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1978-09",102.3331,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1978-10",102.0449,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1978-11",101.767,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1978-12",101.3991,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1979-01",100.9198,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1979-02",100.5851,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1979-03",100.3897,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1979-04",100.2327,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1979-05",100.1125,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1979-06",99.94474,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1979-07",99.68273,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1979-08",99.48492,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1979-09",99.29868,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1979-10",99.05798,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1979-11",98.86977,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1979-12",98.74577,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1980-01",98.62117,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1980-02",98.47855,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1980-03",98.30293,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1980-04",98.05474,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1980-05",97.84554,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1980-06",97.6773,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1980-07",97.48206,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1980-08",97.29019,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1980-09",97.08636,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1980-10",96.83186,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1980-11",96.66846,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1980-12",96.66402,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1981-01",96.80638,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1981-02",97.00777,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1981-03",97.30162,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1981-04",97.64123,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1981-05",97.77547,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1981-06",97.58759,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1981-07",97.13058,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1981-08",96.64541,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1981-09",96.17012,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1981-10",95.68571,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1981-11",95.4219,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1981-12",95.49348,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1982-01",95.82499,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1982-02",96.07909,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1982-03",96.17307,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1982-04",96.19432,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1982-05",96.1368,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1982-06",96.04936,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1982-07",95.92365,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1982-08",95.78156,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1982-09",95.63134,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1982-10",95.44013,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1982-11",95.28413,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1982-12",95.20058,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1983-01",95.17428,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1983-02",95.05139,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1983-03",94.73544,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1983-04",94.31017,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1983-05",94.01633,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1983-06",93.99847,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1983-07",94.25966,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1983-08",94.50971,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1983-09",94.752,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1983-10",95.03342,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1983-11",95.20206,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1983-12",95.30421,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1984-01",95.41576,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1984-02",95.53995,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1984-03",95.66547,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1984-04",95.81191,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1984-05",95.9042,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1984-06",95.96532,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1984-07",96.02415,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1984-08",96.05416,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1984-09",96.08436,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1984-10",96.16916,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1984-11",96.35824,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1984-12",96.78131,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1985-01",97.45908,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1985-02",97.88015,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1985-03",97.98531,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1985-04",97.89911,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1985-05",97.85867,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1985-06",97.9606,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1985-07",98.23542,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1985-08",98.49473,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1985-09",98.7687,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1985-10",99.06374,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1985-11",99.17332,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1985-12",99.11219,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1986-01",98.95591,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1986-02",98.8681,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1986-03",98.79879,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1986-04",98.70788,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1986-05",98.68536,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1986-06",98.73693,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1986-07",98.84045,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1986-08",98.84351,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1986-09",98.69901,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1986-10",98.5301,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1986-11",98.35053,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1986-12",98.31849,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1987-01",98.44118,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1987-02",98.62388,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1987-03",98.7508,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1987-04",98.68887,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1987-05",98.534,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1987-06",98.55424,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1987-07",98.58148,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1987-08",98.63572,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1987-09",98.7112,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1987-10",98.77309,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1987-11",98.81769,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1987-12",99.03099,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1988-01",99.33706,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1988-02",99.59178,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1988-03",99.85338,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1988-04",100.1617,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1988-05",100.2765,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1988-06",100.285,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1988-07",100.3347,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1988-08",100.3871,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1988-09",100.4731,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1988-10",100.5735,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1988-11",100.7867,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1988-12",100.9572,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1989-01",101.056,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1989-02",101.129,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1989-03",101.079,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1989-04",101.0003,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1989-05",100.9399,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1989-06",101.1461,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1989-07",101.5015,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1989-08",101.7572,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1989-09",101.7546,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1989-10",101.6101,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1989-11",101.4979,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1989-12",101.4548,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1990-01",101.4079,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1990-02",101.3529,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1990-03",101.4357,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1990-04",101.5318,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1990-05",101.5538,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1990-06",101.4912,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1990-07",101.2354,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1990-08",100.8801,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1990-09",100.5361,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1990-10",100.4826,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1990-11",100.6299,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1990-12",100.5218,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1991-01",100.3246,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1991-02",100.2399,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1991-03",100.3113,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1991-04",100.459,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1991-05",100.3736,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1991-06",100.0984,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1991-07",99.89399,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1991-08",99.86896,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1991-09",99.86218,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1991-10",99.82397,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1991-11",99.85676,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1991-12",99.91408,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1992-01",99.97137,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1992-02",100.0026,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1992-03",99.95661,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1992-04",99.84516,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1992-05",99.94104,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1992-06",100.0418,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1992-07",100.0521,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1992-08",99.95089,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1992-09",99.66253,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1992-10",99.39516,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1992-11",99.43739,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1992-12",99.54366,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1993-01",99.46874,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1993-02",99.25148,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1993-03",99.40845,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1993-04",99.89618,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1993-05",100.2595,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1993-06",100.5683,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1993-07",100.8001,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1993-08",100.938,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1993-09",100.9086,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1993-10",100.936,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1993-11",100.9438,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1993-12",101.036,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1994-01",101.2522,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1994-02",101.3056,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1994-03",101.266,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1994-04",101.2346,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1994-05",101.3838,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1994-06",101.5305,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1994-07",101.6316,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1994-08",101.6713,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1994-09",101.6446,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1994-10",101.7043,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1994-11",101.7805,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1994-12",101.9278,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1995-01",102.131,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1995-02",102.123,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1995-03",101.9966,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1995-04",101.8216,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1995-05",101.7888,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1995-06",101.8586,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1995-07",101.9812,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1995-08",102.1614,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1995-09",102.3203,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1995-10",102.4871,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1995-11",102.6579,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1995-12",102.6794,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1996-01",102.6549,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1996-02",102.5496,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1996-03",102.4528,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1996-04",102.4453,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1996-05",102.4251,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1996-06",102.3694,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1996-07",102.3204,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1996-08",102.289,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1996-09",102.3713,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1996-10",102.4578,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1996-11",102.5074,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1996-12",102.6642,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1997-01",102.8686,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1997-02",103.0911,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1997-03",103.2289,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1997-04",103.3082,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1997-05",103.3967,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1997-06",103.4568,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1997-07",103.4772,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1997-08",103.532,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1997-09",103.6582,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1997-10",103.7843,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1997-11",103.8917,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1997-12",103.8217,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1998-01",103.6252,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1998-02",103.5144,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1998-03",103.4486,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1998-04",103.3638,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1998-05",103.2386,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1998-06",103.2127,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1998-07",103.2205,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1998-08",103.2371,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1998-09",103.2879,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1998-10",103.313,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1998-11",103.4387,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1998-12",103.5452,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1999-01",103.4806,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1999-02",103.3947,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1999-03",103.4651,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","1999-04",103.5585,
