date,unit_sales_CA_1_HOUSEHOLD_1_HOUSEHOLD_1_416,unit_sales_CA_1_FOODS_2_FOODS_2_044,unit_sales_CA_1_FOODS_3_FOODS_3_030,unit_sales_CA_1_HOBBIES_1_HOBBIES_1_418,unit_sales_CA_1_FOODS_3_FOODS_3_185,unit_sales_CA_1_HOUSEHOLD_1_HOUSEHOLD_1_219,unit_sales_CA_1_FOODS_3_FOODS_3_393,sell_price_CA_1_HOUSEHOLD_1_HOUSEHOLD_1_416,sell_price_CA_1_FOODS_2_FOODS_2_044,sell_price_CA_1_FOODS_3_FOODS_3_030,sell_price_CA_1_HOBBIES_1_HOBBIES_1_418,sell_price_CA_1_FOODS_3_FOODS_3_185,sell_price_CA_1_HOUSEHOLD_1_HOUSEHOLD_1_219,sell_price_CA_1_FOODS_3_FOODS_3_393,year,month,week,weekday,yearmonth,event_name_1,event_name_2,snap_CA,CCI_USA
2013-07-01,3.0,6.0,8.0,0.0,0.0,0.0,4.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,7,27,Monday,201307,,,1,99.64718
2013-07-02,2.0,1.0,7.0,0.0,0.0,0.0,8.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,7,27,Tuesday,201307,,,1,99.64718
2013-07-03,6.0,0.0,14.0,0.0,0.0,0.0,9.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,7,27,Wednesday,201307,,,1,99.64718
2013-07-04,8.0,0.0,18.0,0.0,0.0,0.0,14.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,7,27,Thursday,201307,IndependenceDay,,1,99.64718
2013-07-05,1.0,0.0,4.0,0.0,0.0,0.0,4.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,7,27,Friday,201307,,,1,99.64718
2013-07-06,1.0,0.0,7.0,0.0,0.0,0.0,7.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,7,27,Saturday,201307,,,1,99.64718
2013-07-07,1.0,2.0,8.0,0.0,0.0,0.0,8.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,7,27,Sunday,201307,,,1,99.64718
2013-07-08,3.0,1.0,0.0,0.0,0.0,0.0,5.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,7,28,Monday,201307,,,1,99.64718
2013-07-09,2.0,0.0,12.0,1.0,0.0,0.0,2.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,7,28,Tuesday,201307,Ramadan starts,,1,99.64718
2013-07-10,3.0,2.0,10.0,0.0,0.0,0.0,8.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,7,28,Wednesday,201307,,,1,99.64718
2013-07-11,3.0,3.0,11.0,0.0,0.0,0.0,3.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,7,28,Thursday,201307,,,0,99.64718
2013-07-12,3.0,0.0,4.0,0.0,0.0,0.0,10.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,7,28,Friday,201307,,,0,99.64718
2013-07-13,0.0,0.0,8.0,0.0,0.0,0.0,5.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,7,28,Saturday,201307,,,0,99.64718
2013-07-14,1.0,0.0,17.0,1.0,0.0,0.0,15.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,7,28,Sunday,201307,,,0,99.64718
2013-07-15,2.0,2.0,5.0,0.0,0.0,0.0,10.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,7,29,Monday,201307,,,0,99.64718
2013-07-16,1.0,1.0,5.0,0.0,0.0,0.0,7.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,7,29,Tuesday,201307,,,0,99.64718
2013-07-17,3.0,0.0,5.0,0.0,0.0,0.0,8.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,7,29,Wednesday,201307,,,0,99.64718
2013-07-18,3.0,1.0,8.0,0.0,0.0,0.0,2.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,7,29,Thursday,201307,,,0,99.64718
2013-07-19,0.0,0.0,6.0,1.0,0.0,0.0,7.0,3.47,2.5,1.38,3.98,2.18,6.98,3.5,2013,7,29,Friday,201307,,,0,99.64718
2013-07-20,1.0,0.0,7.0,2.0,0.0,0.0,14.0,3.47,2.5,1.38,3.98,2.18,6.48,3.5,2013,7,29,Saturday,201307,,,0,99.64718
2013-07-21,3.0,0.0,2.0,0.0,0.0,0.0,15.0,3.47,2.5,1.38,3.98,2.18,6.48,3.5,2013,7,29,Sunday,201307,,,0,99.64718
2013-07-22,2.0,2.0,7.0,0.0,0.0,0.0,5.0,3.47,2.5,1.38,3.98,2.18,6.48,3.5,2013,7,30,Monday,201307,,,0,99.64718
2013-07-23,2.0,0.0,5.0,0.0,0.0,0.0,3.0,3.47,2.5,1.38,3.98,2.18,6.48,3.5,2013,7,30,Tuesday,201307,,,0,99.64718
2013-07-24,2.0,0.0,2.0,0.0,0.0,1.0,7.0,3.47,2.5,1.38,3.98,2.18,6.48,3.5,2013,7,30,Wednesday,201307,,,0,99.64718
2013-07-25,0.0,4.0,4.0,0.0,0.0,0.0,3.0,3.47,2.5,1.38,3.98,2.18,6.48,3.5,2013,7,30,Thursday,201307,,,0,99.64718
2013-07-26,2.0,4.0,13.0,0.0,0.0,5.0,6.0,3.47,2.5,1.38,3.98,2.18,6.48,3.5,2013,7,30,Friday,201307,,,0,99.64718
2013-07-27,1.0,0.0,8.0,0.0,0.0,2.0,8.0,3.47,2.5,1.38,3.98,2.18,6.48,3.5,2013,7,30,Saturday,201307,,,0,99.64718
2013-07-28,6.0,1.0,6.0,0.0,0.0,1.0,7.0,3.47,2.5,1.38,3.98,2.18,6.48,3.5,2013,7,30,Sunday,201307,,,0,99.64718
2013-07-29,3.0,1.0,6.0,0.0,0.0,0.0,3.0,3.47,2.5,1.38,3.98,2.18,6.48,3.5,2013,7,31,Monday,201307,,,0,99.64718
2013-07-30,2.0,0.0,5.0,3.0,0.0,2.0,5.0,3.47,2.5,1.38,3.98,2.18,6.48,3.5,2013,7,31,Tuesday,201307,,,0,99.64718
2013-07-31,0.0,0.0,8.0,0.0,0.0,1.0,4.0,3.47,2.5,1.38,3.98,2.18,6.48,3.5,2013,7,31,Wednesday,201307,,,0,99.64718
2013-08-01,2.0,0.0,6.0,0.0,0.0,2.0,5.0,3.47,2.5,1.38,3.98,2.18,6.48,3.5,2013,8,31,Thursday,201308,,,1,99.3448
2013-08-02,2.0,0.0,6.0,0.0,0.0,1.0,2.0,3.47,2.5,1.38,3.98,2.18,6.48,3.5,2013,8,31,Friday,201308,,,1,99.3448
2013-08-03,1.0,3.0,12.0,0.0,0.0,3.0,1.0,3.47,2.5,1.38,3.98,2.18,6.48,3.5,2013,8,31,Saturday,201308,,,1,99.3448
2013-08-04,3.0,0.0,6.0,1.0,0.0,0.0,0.0,3.47,2.5,1.38,3.98,2.18,6.48,3.5,2013,8,31,Sunday,201308,,,1,99.3448
2013-08-05,3.0,3.0,22.0,0.0,0.0,3.0,0.0,3.47,2.5,1.38,3.98,2.18,6.48,3.5,2013,8,32,Monday,201308,,,1,99.3448
2013-08-06,1.0,1.0,22.0,0.0,0.0,0.0,0.0,3.47,2.5,1.38,3.98,2.18,6.48,3.5,2013,8,32,Tuesday,201308,,,1,99.3448
2013-08-07,1.0,0.0,7.0,2.0,0.0,1.0,3.0,3.47,2.5,1.38,3.98,2.18,6.48,3.5,2013,8,32,Wednesday,201308,,,1,99.3448
2013-08-08,1.0,1.0,0.0,2.0,0.0,0.0,4.0,3.47,2.5,1.38,3.98,2.18,6.48,3.5,2013,8,32,Thursday,201308,Eid al-Fitr,,1,99.3448
2013-08-09,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.47,2.5,1.38,3.98,2.18,6.48,3.5,2013,8,32,Friday,201308,,,1,99.3448
2013-08-10,0.0,2.0,54.0,0.0,0.0,1.0,5.0,3.47,2.5,1.0,3.98,2.18,6.48,3.5,2013,8,32,Saturday,201308,,,1,99.3448
2013-08-11,2.0,3.0,44.0,0.0,0.0,3.0,7.0,3.47,2.5,1.0,3.98,2.18,6.48,3.5,2013,8,32,Sunday,201308,,,0,99.3448
2013-08-12,0.0,2.0,24.0,0.0,0.0,1.0,5.0,3.47,2.5,1.0,3.98,2.18,6.48,3.5,2013,8,33,Monday,201308,,,0,99.3448
2013-08-13,4.0,6.0,34.0,0.0,0.0,1.0,11.0,3.47,2.5,1.0,3.98,2.18,6.48,3.5,2013,8,33,Tuesday,201308,,,0,99.3448
2013-08-14,2.0,2.0,28.0,0.0,0.0,0.0,5.0,3.47,2.5,1.0,3.98,2.18,6.48,3.5,2013,8,33,Wednesday,201308,,,0,99.3448
2013-08-15,4.0,0.0,29.0,1.0,0.0,1.0,5.0,3.47,2.5,1.0,3.98,2.18,6.48,3.5,2013,8,33,Thursday,201308,,,0,99.3448
2013-08-16,2.0,0.0,31.0,0.0,0.0,2.0,8.0,3.47,2.5,1.0,3.98,2.18,6.48,3.5,2013,8,33,Friday,201308,,,0,99.3448
2013-08-17,1.0,1.0,49.0,0.0,0.0,7.0,10.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,8,33,Saturday,201308,,,0,99.3448
2013-08-18,5.0,1.0,31.0,0.0,0.0,0.0,10.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,8,33,Sunday,201308,,,0,99.3448
2013-08-19,0.0,0.0,18.0,0.0,0.0,0.0,12.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,8,34,Monday,201308,,,0,99.3448
2013-08-20,3.0,0.0,17.0,0.0,0.0,1.0,6.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,8,34,Tuesday,201308,,,0,99.3448
2013-08-21,3.0,2.0,23.0,3.0,5.0,0.0,3.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,8,34,Wednesday,201308,,,0,99.3448
2013-08-22,2.0,0.0,20.0,0.0,2.0,4.0,4.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,8,34,Thursday,201308,,,0,99.3448
2013-08-23,4.0,2.0,31.0,0.0,0.0,4.0,2.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,8,34,Friday,201308,,,0,99.3448
2013-08-24,5.0,0.0,29.0,0.0,5.0,2.0,11.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,8,34,Saturday,201308,,,0,99.3448
2013-08-25,1.0,0.0,41.0,2.0,5.0,1.0,6.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,8,34,Sunday,201308,,,0,99.3448
2013-08-26,1.0,0.0,31.0,0.0,2.0,1.0,5.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,8,35,Monday,201308,,,0,99.3448
2013-08-27,4.0,0.0,29.0,1.0,0.0,0.0,4.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,8,35,Tuesday,201308,,,0,99.3448
2013-08-28,0.0,0.0,18.0,1.0,2.0,2.0,3.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,8,35,Wednesday,201308,,,0,99.3448
2013-08-29,0.0,0.0,26.0,0.0,2.0,2.0,2.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,8,35,Thursday,201308,,,0,99.3448
2013-08-30,2.0,0.0,27.0,0.0,1.0,0.0,2.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,8,35,Friday,201308,,,0,99.3448
2013-08-31,8.0,0.0,33.0,0.0,2.0,0.0,7.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,8,35,Saturday,201308,,,0,99.3448
2013-09-01,3.0,4.0,25.0,0.0,2.0,1.0,7.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,9,35,Sunday,201309,,,1,98.9345
2013-09-02,8.0,2.0,71.0,0.0,4.0,3.0,10.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,9,36,Monday,201309,LaborDay,,1,98.9345
2013-09-03,6.0,1.0,36.0,0.0,0.0,1.0,3.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,9,36,Tuesday,201309,,,1,98.9345
2013-09-04,8.0,1.0,35.0,0.0,1.0,0.0,2.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,9,36,Wednesday,201309,,,1,98.9345
2013-09-05,3.0,0.0,29.0,0.0,3.0,1.0,0.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,9,36,Thursday,201309,,,1,98.9345
2013-09-06,1.0,0.0,44.0,0.0,2.0,1.0,0.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,9,36,Friday,201309,,,1,98.9345
2013-09-07,1.0,4.0,44.0,0.0,3.0,1.0,0.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,9,36,Saturday,201309,,,1,98.9345
2013-09-08,0.0,1.0,34.0,1.0,6.0,7.0,0.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,9,36,Sunday,201309,,,1,98.9345
2013-09-09,5.0,0.0,26.0,0.0,2.0,2.0,5.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,9,37,Monday,201309,,,1,98.9345
2013-09-10,2.0,4.0,15.0,0.0,1.0,4.0,6.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,9,37,Tuesday,201309,,,1,98.9345
2013-09-11,4.0,4.0,17.0,0.0,1.0,1.0,3.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,9,37,Wednesday,201309,,,0,98.9345
2013-09-12,5.0,1.0,30.0,0.0,1.0,1.0,5.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,9,37,Thursday,201309,,,0,98.9345
2013-09-13,1.0,2.0,27.0,0.0,3.0,2.0,9.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,9,37,Friday,201309,,,0,98.9345
2013-09-14,2.0,0.0,35.0,0.0,1.0,1.0,9.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,9,37,Saturday,201309,,,0,98.9345
2013-09-15,0.0,2.0,35.0,3.0,3.0,2.0,8.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,9,37,Sunday,201309,,,0,98.9345
2013-09-16,2.0,0.0,16.0,0.0,1.0,1.0,3.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,9,38,Monday,201309,,,0,98.9345
2013-09-17,3.0,1.0,19.0,0.0,1.0,4.0,5.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,9,38,Tuesday,201309,,,0,98.9345
2013-09-18,0.0,0.0,3.0,2.0,3.0,3.0,9.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,9,38,Wednesday,201309,,,0,98.9345
2013-09-19,4.0,0.0,0.0,0.0,2.0,1.0,7.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,9,38,Thursday,201309,,,0,98.9345
2013-09-20,2.0,2.0,10.0,0.0,3.0,3.0,9.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,9,38,Friday,201309,,,0,98.9345
2013-09-21,4.0,3.0,19.0,0.0,2.0,0.0,11.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,9,38,Saturday,201309,,,0,98.9345
2013-09-22,5.0,0.0,25.0,0.0,3.0,0.0,4.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,9,38,Sunday,201309,,,0,98.9345
2013-09-23,2.0,0.0,7.0,0.0,5.0,3.0,11.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,9,39,Monday,201309,,,0,98.9345
2013-09-24,2.0,1.0,10.0,0.0,2.0,0.0,6.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,9,39,Tuesday,201309,,,0,98.9345
2013-09-25,2.0,0.0,9.0,0.0,4.0,2.0,4.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,9,39,Wednesday,201309,,,0,98.9345
2013-09-26,1.0,0.0,19.0,0.0,1.0,3.0,2.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,9,39,Thursday,201309,,,0,98.9345
2013-09-27,2.0,3.0,6.0,0.0,4.0,3.0,5.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,9,39,Friday,201309,,,0,98.9345
2013-09-28,0.0,0.0,17.0,1.0,3.0,2.0,7.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,9,39,Saturday,201309,,,0,98.9345
2013-09-29,3.0,0.0,15.0,0.0,4.0,2.0,8.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,9,39,Sunday,201309,,,0,98.9345
2013-09-30,5.0,1.0,13.0,0.0,6.0,3.0,1.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,9,40,Monday,201309,,,0,98.9345
2013-10-01,1.0,0.0,10.0,1.0,4.0,0.0,2.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,10,40,Tuesday,201310,,,1,98.68085
2013-10-02,2.0,0.0,0.0,0.0,3.0,1.0,5.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,10,40,Wednesday,201310,,,1,98.68085
2013-10-03,1.0,0.0,0.0,0.0,5.0,1.0,7.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,10,40,Thursday,201310,,,1,98.68085
2013-10-04,2.0,0.0,0.0,3.0,6.0,2.0,3.0,3.47,2.5,1.0,3.98,2.25,6.48,3.5,2013,10,40,Friday,201310,,,1,98.68085
2013-10-05,6.0,2.0,8.0,1.0,2.0,0.0,1.0,3.47,2.5,1.38,3.98,2.25,6.48,3.5,2013,10,40,Saturday,201310,,,1,98.68085
2013-10-06,2.0,0.0,17.0,1.0,6.0,4.0,2.0,3.47,2.5,1.38,3.98,2.25,6.48,3.5,2013,10,40,Sunday,201310,,,1,98.68085
2013-10-07,2.0,0.0,9.0,0.0,3.0,2.0,0.0,3.47,2.5,1.38,3.98,2.25,6.48,3.5,2013,10,41,Monday,201310,,,1,98.68085
2013-10-08,1.0,2.0,9.0,1.0,1.0,0.0,9.0,3.47,2.5,1.38,3.98,2.25,6.48,3.5,2013,10,41,Tuesday,201310,,,1,98.68085
2013-10-09,0.0,0.0,5.0,0.0,5.0,2.0,3.0,3.47,2.5,1.38,3.98,2.25,6.48,3.5,2013,10,41,Wednesday,201310,,,1,98.68085
2013-10-10,0.0,0.0,5.0,0.0,3.0,1.0,0.0,3.47,2.5,1.38,3.98,2.25,6.48,3.5,2013,10,41,Thursday,201310,,,1,98.68085
2013-10-11,0.0,1.0,3.0,0.0,1.0,2.0,4.0,3.47,2.5,1.38,3.98,2.25,6.48,3.5,2013,10,41,Friday,201310,,,0,98.68085
2013-10-12,4.0,0.0,7.0,0.0,6.0,1.0,9.0,3.66,2.5,1.38,3.98,2.25,6.48,3.5,2013,10,41,Saturday,201310,,,0,98.68085
2013-10-13,2.0,0.0,12.0,0.0,5.0,2.0,5.0,3.66,2.5,1.38,3.98,2.25,6.48,3.5,2013,10,41,Sunday,201310,,,0,98.68085
2013-10-14,2.0,0.0,9.0,0.0,2.0,1.0,4.0,3.66,2.5,1.38,3.98,2.25,6.48,3.5,2013,10,42,Monday,201310,ColumbusDay,,0,98.68085
2013-10-15,3.0,0.0,4.0,0.0,4.0,3.0,6.0,3.66,2.5,1.38,3.98,2.25,6.48,3.5,2013,10,42,Tuesday,201310,EidAlAdha,,0,98.68085
2013-10-16,0.0,0.0,6.0,0.0,0.0,0.0,3.0,3.66,2.5,1.38,3.98,2.25,6.48,3.5,2013,10,42,Wednesday,201310,,,0,98.68085
2013-10-17,2.0,0.0,15.0,0.0,2.0,2.0,4.0,3.66,2.5,1.38,3.98,2.25,6.48,3.5,2013,10,42,Thursday,201310,,,0,98.68085
2013-10-18,1.0,0.0,8.0,0.0,4.0,1.0,6.0,3.66,2.5,1.38,3.98,2.25,6.48,3.5,2013,10,42,Friday,201310,,,0,98.68085
2013-10-19,4.0,0.0,12.0,1.0,1.0,4.0,6.0,3.66,2.5,1.38,3.98,2.25,6.48,3.5,2013,10,42,Saturday,201310,,,0,98.68085
2013-10-20,2.0,0.0,14.0,1.0,3.0,1.0,5.0,3.66,2.5,1.38,3.98,2.25,6.48,3.5,2013,10,42,Sunday,201310,,,0,98.68085
2013-10-21,1.0,0.0,5.0,0.0,1.0,2.0,12.0,3.66,2.5,1.38,3.98,2.25,6.48,3.5,2013,10,43,Monday,201310,,,0,98.68085
2013-10-22,1.0,2.0,7.0,0.0,0.0,3.0,7.0,3.66,2.5,1.38,3.98,2.25,6.48,3.5,2013,10,43,Tuesday,201310,,,0,98.68085
2013-10-23,1.0,0.0,3.0,0.0,0.0,0.0,13.0,3.66,2.5,1.38,3.98,2.25,6.48,3.5,2013,10,43,Wednesday,201310,,,0,98.68085
2013-10-24,0.0,2.0,5.0,0.0,0.0,0.0,4.0,3.66,2.5,1.38,3.98,2.25,6.48,3.5,2013,10,43,Thursday,201310,,,0,98.68085
2013-10-25,1.0,1.0,10.0,0.0,3.0,2.0,21.0,3.66,2.5,1.38,3.98,2.25,6.48,3.5,2013,10,43,Friday,201310,,,0,98.68085
2013-10-26,1.0,1.0,16.0,1.0,0.0,4.0,13.0,3.66,2.5,1.38,3.98,2.25,6.48,3.5,2013,10,43,Saturday,201310,,,0,98.68085
2013-10-27,3.0,0.0,14.0,0.0,3.0,2.0,9.0,3.66,2.5,1.38,3.98,2.25,6.48,3.5,2013,10,43,Sunday,201310,,,0,98.68085
2013-10-28,1.0,0.0,7.0,2.0,1.0,2.0,5.0,3.66,2.5,1.38,3.98,2.25,6.48,3.5,2013,10,44,Monday,201310,,,0,98.68085
2013-10-29,3.0,0.0,4.0,0.0,2.0,3.0,3.0,3.66,2.5,1.38,3.98,2.25,6.48,3.5,2013,10,44,Tuesday,201310,,,0,98.68085
2013-10-30,3.0,0.0,3.0,0.0,2.0,1.0,11.0,3.66,2.5,1.38,3.98,2.25,6.48,3.5,2013,10,44,Wednesday,201310,,,0,98.68085
2013-10-31,1.0,0.0,8.0,0.0,0.0,1.0,3.0,3.66,2.5,1.38,3.98,2.25,6.48,3.5,2013,10,44,Thursday,201310,Halloween,,0,98.68085
2013-11-01,0.0,0.0,14.0,0.0,0.0,2.0,6.0,3.66,2.5,1.38,3.98,2.25,6.48,3.5,2013,11,44,Friday,201311,,,1,98.78904
2013-11-02,2.0,2.0,7.0,0.0,1.0,2.0,8.0,3.66,2.5,1.38,3.98,2.25,6.48,3.5,2013,11,44,Saturday,201311,,,1,98.78904
2013-11-03,0.0,0.0,12.0,0.0,5.0,0.0,9.0,3.66,2.5,1.38,3.98,2.25,6.48,3.5,2013,11,44,Sunday,201311,,,1,98.78904
2013-11-04,0.0,0.0,10.0,0.0,0.0,3.0,5.0,3.66,2.5,1.38,3.98,2.25,6.48,3.5,2013,11,45,Monday,201311,,,1,98.78904
2013-11-05,3.0,0.0,7.0,0.0,0.0,2.0,6.0,3.66,2.5,1.38,3.98,2.25,6.48,3.5,2013,11,45,Tuesday,201311,,,1,98.78904
2013-11-06,1.0,0.0,12.0,0.0,0.0,1.0,2.0,3.66,2.5,1.38,3.98,2.25,6.48,3.5,2013,11,45,Wednesday,201311,,,1,98.78904
2013-11-07,1.0,0.0,8.0,1.0,0.0,2.0,7.0,3.66,2.5,1.38,3.98,2.25,6.48,3.5,2013,11,45,Thursday,201311,,,1,98.78904
2013-11-08,0.0,0.0,15.0,0.0,1.0,3.0,8.0,3.66,2.5,1.38,3.98,2.25,6.48,3.5,2013,11,45,Friday,201311,,,1,98.78904
2013-11-09,2.0,0.0,0.0,1.0,1.0,2.0,6.0,3.66,2.5,1.0,3.98,2.25,6.48,3.5,2013,11,45,Saturday,201311,,,1,98.78904
2013-11-10,5.0,0.0,0.0,0.0,2.0,2.0,9.0,3.66,2.5,1.0,3.98,2.25,6.48,3.5,2013,11,45,Sunday,201311,,,1,98.78904
2013-11-11,2.0,0.0,0.0,0.0,0.0,0.0,13.0,3.66,2.5,1.0,3.98,2.25,6.48,3.5,2013,11,46,Monday,201311,VeteransDay,,0,98.78904
2013-11-12,1.0,0.0,0.0,0.0,0.0,1.0,12.0,3.66,2.5,1.0,3.98,2.25,6.48,3.5,2013,11,46,Tuesday,201311,,,0,98.78904
2013-11-13,1.0,0.0,20.0,1.0,0.0,1.0,7.0,3.66,2.5,1.0,3.98,2.25,6.48,3.5,2013,11,46,Wednesday,201311,,,0,98.78904
2013-11-14,2.0,0.0,19.0,0.0,1.0,2.0,7.0,3.66,2.5,1.0,3.98,2.25,6.48,3.5,2013,11,46,Thursday,201311,,,0,98.78904
2013-11-15,1.0,0.0,26.0,0.0,1.0,0.0,11.0,3.66,2.5,1.0,3.98,2.25,6.48,3.5,2013,11,46,Friday,201311,,,0,98.78904
2013-11-16,1.0,0.0,34.0,2.0,2.0,0.0,6.0,3.66,2.5,1.0,3.98,2.25,6.48,3.5,2013,11,46,Saturday,201311,,,0,98.78904
2013-11-17,0.0,0.0,36.0,0.0,1.0,2.0,12.0,3.66,2.5,1.0,3.98,2.25,6.48,3.5,2013,11,46,Sunday,201311,,,0,98.78904
2013-11-18,1.0,0.0,31.0,0.0,1.0,0.0,8.0,3.66,2.5,1.0,3.98,2.25,6.48,3.5,2013,11,47,Monday,201311,,,0,98.78904
2013-11-19,0.0,0.0,22.0,0.0,0.0,2.0,3.0,3.66,2.5,1.0,3.98,2.25,6.48,3.5,2013,11,47,Tuesday,201311,,,0,98.78904
2013-11-20,0.0,0.0,35.0,1.0,2.0,0.0,5.0,3.66,2.5,1.0,3.98,2.25,6.48,3.5,2013,11,47,Wednesday,201311,,,0,98.78904
2013-11-21,0.0,0.0,40.0,0.0,1.0,1.0,7.0,3.66,2.5,1.0,3.98,2.25,6.48,3.5,2013,11,47,Thursday,201311,,,0,98.78904
2013-11-22,1.0,0.0,58.0,0.0,0.0,5.0,8.0,3.66,2.5,1.0,3.98,2.25,6.48,3.5,2013,11,47,Friday,201311,,,0,98.78904
2013-11-23,0.0,0.0,62.0,0.0,2.0,7.0,5.0,3.66,2.5,1.0,3.98,2.25,6.48,3.5,2013,11,47,Saturday,201311,,,0,98.78904
2013-11-24,3.0,0.0,69.0,1.0,2.0,3.0,4.0,3.66,2.5,1.0,3.98,2.25,6.48,3.5,2013,11,47,Sunday,201311,,,0,98.78904
2013-11-25,1.0,0.0,42.0,0.0,0.0,1.0,8.0,3.66,2.5,1.0,3.98,2.25,6.48,3.5,2013,11,48,Monday,201311,,,0,98.78904
2013-11-26,4.0,0.0,47.0,0.0,0.0,0.0,3.0,3.66,2.5,1.0,3.98,2.25,6.48,3.5,2013,11,48,Tuesday,201311,,,0,98.78904
2013-11-27,1.0,0.0,79.0,0.0,0.0,4.0,6.0,3.66,2.5,1.0,3.98,2.25,6.48,3.5,2013,11,48,Wednesday,201311,,,0,98.78904
2013-11-28,0.0,0.0,40.0,0.0,0.0,2.0,1.0,3.66,2.5,1.0,3.98,2.25,6.48,3.5,2013,11,48,Thursday,201311,Thanksgiving,,0,98.78904
2013-11-29,2.0,0.0,0.0,0.0,0.0,2.0,2.0,3.66,2.5,1.0,3.98,2.25,6.48,3.5,2013,11,48,Friday,201311,,,0,98.78904
2013-11-30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,2.5,1.0,3.98,2.25,6.48,3.5,2013,11,48,Saturday,201311,,,0,98.78904
2013-12-01,1.0,0.0,0.0,2.0,4.0,1.0,0.0,3.66,2.5,1.0,3.98,2.25,6.48,3.5,2013,12,48,Sunday,201312,,,1,99.11606
